STNAME,CTYNAME,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,AA_MALE,AA_FEMALE,H_MALE,H_FEMALE
Alabama,Escambia ,618,626,374,357,1,3,51,53
Alabama,Escambia ,690,687,338,345,6,3,53,69
Alabama,Escambia ,701,675,350,390,5,1,64,39
Alabama,Escambia ,638,609,338,394,2,6,25,31
Alabama,Escambia ,554,542,469,326,2,4,30,30
Alabama,Escambia ,754,699,606,434,4,8,55,28
Alabama,Escambia ,640,604,591,308,7,3,36,28
Alabama,Escambia ,663,641,512,338,4,6,34,18
Alabama,Escambia ,754,631,380,327,2,3,46,29
Alabama,Escambia ,835,721,414,327,4,8,34,27
Alabama,Escambia ,762,681,367,316,3,7,31,17
Alabama,Escambia ,837,850,342,348,3,6,24,18
Alabama,Escambia ,729,787,289,352,4,2,17,7
Alabama,Escambia ,660,777,223,282,6,4,7,13
Alabama,Escambia ,582,706,149,232,0,2,14,4
Alabama,Escambia ,426,579,108,179,0,2,2,5
Alabama,Escambia ,249,380,90,117,0,0,3,6
Alabama,Escambia ,169,359,34,104,0,1,4,0
Alabama,Etowah ,40115,42386,7542,8560,412,429,2225,2005
Alabama,Etowah ,2290,2124,552,552,21,26,249,260
Alabama,Etowah ,2380,2174,525,509,18,23,251,244
Alabama,Etowah ,2462,2320,467,474,25,30,269,230
Alabama,Etowah ,2386,2240,620,576,26,23,229,195
Alabama,Etowah ,2268,2266,719,587,31,23,167,153
Alabama,Etowah ,2593,2587,612,654,35,26,180,158
Alabama,Etowah ,2211,2343,487,557,26,29,157,157
Alabama,Etowah ,2383,2468,457,581,48,23,138,132
Alabama,Etowah ,2337,2487,426,526,44,40,135,104
Alabama,Etowah ,2815,2940,475,579,43,39,114,90
Alabama,Etowah ,2760,2792,455,565,24,31,115,114
Alabama,Etowah ,2818,2969,413,540,28,30,84,63
Alabama,Etowah ,2798,2975,468,602,27,20,58,29
Alabama,Etowah ,2517,2880,381,499,2,32,32,26
Alabama,Etowah ,2207,2609,239,314,7,14,18,25
Alabama,Etowah ,1414,1831,128,157,3,4,13,7
Alabama,Etowah ,869,1229,75,136,2,11,11,3
Alabama,Etowah ,607,1152,43,152,2,5,5,15
Alabama,Fayette ,6817,7163,927,974,19,59,172,163
Alabama,Fayette ,364,334,63,58,0,33,12,21
Alabama,Fayette ,384,375,57,64,1,7,10,18
Alabama,Fayette ,441,416,62,46,2,3,27,16
Alabama,Fayette ,397,380,59,52,3,1,12,11
Alabama,Fayette ,390,358,79,61,3,0,12,14
Alabama,Fayette ,435,405,56,79,0,0,8,10
Alabama,Fayette ,380,407,38,38,0,0,12,14
Alabama,Fayette ,371,386,70,44,3,2,16,12
Alabama,Fayette ,406,401,44,55,1,1,12,9
Alabama,Fayette ,447,481,59,51,2,2,11,8
Alabama,Fayette ,438,438,49,69,1,2,16,3
Alabama,Fayette ,513,502,90,72,1,1,7,6
Alabama,Fayette ,475,534,58,73,0,1,8,4
Alabama,Fayette ,448,525,54,68,1,1,4,8
Alabama,Fayette ,360,450,42,57,0,3,2,4
Alabama,Fayette ,285,356,21,36,0,1,1,2
Alabama,Fayette ,185,238,15,20,1,1,1,2
Alabama,Fayette ,98,177,11,31,0,0,1,1
Alabama,Franklin ,14388,14369,776,597,55,59,3153,2453
Alabama,Franklin ,989,937,40,37,0,4,320,323
Alabama,Franklin ,1025,945,36,39,5,4,357,321
Alabama,Franklin ,1008,969,50,32,7,13,344,302
Alabama,Franklin ,961,883,34,32,7,2,283,209
Alabama,Franklin ,863,760,45,31,5,0,256,179
Alabama,Franklin ,928,901,112,35,0,3,275,165
Alabama,Franklin ,886,807,86,36,6,7,240,164
Alabama,Franklin ,861,805,40,26,7,4,221,171
Alabama,Franklin ,866,849,48,30,5,3,236,164
Alabama,Franklin ,1038,952,55,59,4,3,250,168
Alabama,Franklin ,935,900,30,34,3,2,115,116
Alabama,Franklin ,915,940,47,50,2,4,109,55
Alabama,Franklin ,888,911,40,36,0,1,57,41
Alabama,Franklin ,714,860,39,42,0,5,28,32
Alabama,Franklin ,629,687,32,24,4,1,29,19
Alabama,Franklin ,392,557,24,13,0,1,12,12
Alabama,Franklin ,280,373,10,18,0,1,6,11
Alabama,Franklin ,210,333,8,23,0,1,15,1
Alabama,Geneva ,11187,11708,1181,1264,44,48,584,511
Alabama,Geneva ,597,595,70,64,5,1,54,44
Alabama,Geneva ,678,682,67,58,2,1,67,59
Alabama,Geneva ,755,704,76,81,2,4,69,60
Alabama,Geneva ,727,643,83,96,3,0,62,50
Alabama,Geneva ,533,505,72,74,2,0,48,44
Alabama,Geneva ,634,663,85,77,6,2,40,24
Alabama,Geneva ,647,665,79,78,2,4,52,32
Alabama,Geneva ,614,681,68,66,1,4,14,31
Alabama,Geneva ,654,658,83,86,3,3,33,33
Alabama,Geneva ,696,768,89,76,5,3,42,36
Alabama,Geneva ,821,784,78,64,2,9,24,29
Alabama,Geneva ,806,815,74,103,2,3,21,14
Alabama,Geneva ,840,867,69,105,2,5,19,18
Alabama,Geneva ,719,744,70,76,4,3,11,12
Alabama,Geneva ,626,678,49,58,1,2,10,16
Alabama,Geneva ,423,527,32,43,0,0,2,4
Alabama,Geneva ,218,382,21,36,2,1,10,3
Alabama,Geneva ,199,347,16,23,0,3,6,2
Alabama,Greene ,735,765,3033,3449,11,12,73,66
Alabama,Greene ,27,39,211,171,0,4,13,11
Alabama,Greene ,29,35,210,190,0,1,10,10
Alabama,Greene ,35,29,206,226,1,1,2,8
Alabama,Greene ,26,18,202,215,0,0,4,4
Alabama,Greene ,27,15,202,194,1,1,4,2
Alabama,Greene ,24,36,245,210,1,0,2,3
Alabama,Greene ,41,38,162,173,0,0,8,4
Alabama,Greene ,33,27,158,207,0,2,10,2
Alabama,Greene ,28,28,162,178,3,0,2,4
Alabama,Greene ,54,41,137,172,0,0,1,3
Alabama,Greene ,44,53,155,208,2,2,4,6
Alabama,Greene ,56,56,198,244,1,1,6,3
Alabama,Greene ,90,82,191,265,1,0,2,1
Alabama,Greene ,67,77,234,273,0,0,0,1
Alabama,Greene ,60,64,137,198,0,0,2,1
Alabama,Greene ,39,54,104,119,1,0,3,1
Alabama,Greene ,34,34,62,81,0,0,0,1
Alabama,Greene ,21,39,57,125,0,0,0,1
Alabama,Hale ,2956,3007,3909,4591,19,25,111,98
Alabama,Hale ,179,152,339,300,3,1,7,16
Alabama,Hale ,189,168,266,261,0,4,9,14
Alabama,Hale ,170,178,319,264,0,2,13,9
Alabama,Hale ,152,147,284,280,2,0,16,9
Alabama,Hale ,130,162,271,303,1,0,8,6
Alabama,Hale ,166,167,301,305,2,1,8,6
Alabama,Hale ,175,144,214,263,0,4,9,3
Alabama,Hale ,172,177,206,287,0,0,10,2
Alabama,Hale ,143,148,202,283,1,1,7,13
Alabama,Hale ,154,162,213,242,2,3,6,4
Alabama,Hale ,175,203,204,293,2,2,5,1
Alabama,Hale ,244,210,257,356,2,2,1,3
Alabama,Hale ,239,212,244,329,3,0,3,3
Alabama,Hale ,231,192,211,281,0,0,4,2
Alabama,Hale ,194,209,162,166,0,2,3,1
Alabama,Hale ,118,155,120,130,0,1,0,4
Alabama,Hale ,62,107,59,105,0,1,1,1
Alabama,Hale ,63,114,37,143,1,1,1,1
Alabama,Henry ,5992,6323,2097,2357,33,40,239,224
Alabama,Henry ,336,293,114,108,0,3,18,16
Alabama,Henry ,337,312,117,104,3,1,18,19
Alabama,Henry ,365,360,119,122,5,4,20,31
Alabama,Henry ,354,323,148,133,2,5,22,25
Alabama,Henry ,275,240,162,145,1,3,15,10
Alabama,Henry ,302,316,161,131,0,4,27,11
Alabama,Henry ,291,332,115,126,3,2,17,10
Alabama,Henry ,348,385,133,128,6,3,18,26
Alabama,Henry ,379,386,113,130,3,1,16,17
Alabama,Henry ,414,397,136,173,2,2,18,9
Alabama,Henry ,393,406,136,155,3,2,21,19
Alabama,Henry ,385,428,135,165,4,3,10,8
Alabama,Henry ,425,458,164,180,1,1,5,6
Alabama,Henry ,431,508,123,212,0,1,3,1
Alabama,Henry ,410,468,124,105,0,2,2,5
Alabama,Henry ,270,285,42,95,0,0,3,1
Alabama,Henry ,180,191,31,74,0,1,4,1
Alabama,Henry ,97,235,24,71,0,2,2,9
Alabama,Houston ,35314,37558,13435,15541,477,660,1920,1711
Alabama,Houston ,2083,1930,1132,1041,31,34,208,174
Alabama,Houston ,2093,1890,1106,1072,28,38,220,187
Alabama,Houston ,2226,1990,1130,1096,29,41,192,182
Alabama,Houston ,2100,1995,1121,1052,24,36,153,154
Alabama,Houston ,1811,1826,945,962,15,22,146,111
Alabama,Houston ,2168,2333,1076,1306,35,30,128,103
Alabama,Houston ,2120,2243,904,1121,55,68,169,129
Alabama,Houston ,2214,2260,927,1078,49,62,150,124
Alabama,Houston ,2141,2166,708,1090,40,55,135,129
Alabama,Houston ,2346,2462,760,982,35,31,102,98
Alabama,Houston ,2339,2385,739,919,35,39,94,63
Alabama,Houston ,2585,2775,742,981,27,58,73,68
Alabama,Houston ,2454,2586,722,876,24,48,51,56
Alabama,Houston ,2099,2525,558,704,17,39,35,40
Alabama,Houston ,1891,2250,397,495,17,30,24,28
Alabama,Houston ,1265,1635,230,313,8,9,28,27
Alabama,Houston ,789,1164,134,223,5,8,5,19
Alabama,Houston ,590,1143,104,230,3,12,7,19
Alabama,Jackson ,23189,23984,893,910,132,169,832,752
Alabama,Jackson ,1291,1149,54,76,5,8,69,89
Alabama,Jackson ,1300,1209,56,48,8,13,103,93
Alabama,Jackson ,1494,1302,64,54,7,7,100,80
Alabama,Jackson ,1427,1363,54,55,14,8,75,82
Alabama,Jackson ,1266,1188,56,63,4,12,58,63
Alabama,Jackson ,1434,1451,71,75,9,14,78,42
Alabama,Jackson ,1231,1240,64,30,21,17,46,44
Alabama,Jackson ,1257,1409,48,39,18,19,51,60
Alabama,Jackson ,1383,1500,60,45,5,8,56,52
Alabama,Jackson ,1635,1540,65,53,8,17,65,43
Alabama,Jackson ,1591,1558,37,60,6,13,41,32
Alabama,Jackson ,1701,1781,50,56,5,7,35,20
Alabama,Jackson ,1743,1802,74,78,12,7,27,17
Alabama,Jackson ,1490,1638,67,51,4,3,4,10
Alabama,Jackson ,1206,1468,32,46,1,5,10,8
Alabama,Jackson ,893,1050,17,29,2,3,5,3
Alabama,Jackson ,527,720,10,32,3,2,2,8
Alabama,Jackson ,320,616,14,20,0,6,7,6
Alabama,Jefferson ,169820,179696,130550,155711,5599,6187,14247,12626
Alabama,Jefferson ,10810,10282,9482,9425,347,368,1915,1814
Alabama,Jefferson ,10205,9646,10034,9548,311,352,1658,1569
Alabama,Jefferson ,10022,9510,10306,10207,377,355,1580,1508
Alabama,Jefferson ,9784,9835,9738,9740,342,335,1153,1012
Alabama,Jefferson ,9964,10444,9315,9628,387,428,1014,879
Alabama,Jefferson ,12400,12663,10673,11870,553,546,1083,916
Alabama,Jefferson ,12269,12280,9115,11231,612,623,1177,954
Alabama,Jefferson ,11457,11243,8357,10866,473,557,1073,848
Alabama,Jefferson ,10579,10348,7539,9976,440,525,1023,824
Alabama,Jefferson ,10871,10569,7431,9536,500,540,814,731
Alabama,Jefferson ,10277,10452,7400,9321,371,392,538,402
Alabama,Jefferson ,11473,11985,8043,10309,311,347,462,384
Alabama,Jefferson ,10929,12068,7938,10739,189,264,313,272
Alabama,Jefferson ,9734,11017,6330,8829,164,231,201,145
Alabama,Jefferson ,7647,9156,4206,5668,94,127,112,123
Alabama,Jefferson ,5073,6793,2233,3584,76,116,62,71
Alabama,Jefferson ,3238,5082,1292,2455,41,59,20,74
Alabama,Jefferson ,3088,6323,1118,2779,11,22,49,100
Alabama,Lamar ,5940,6143,673,753,7,8,145,118
Alabama,Lamar ,337,314,47,47,0,0,22,16
Alabama,Lamar ,316,325,40,32,1,0,20,6
Alabama,Lamar ,402,363,41,40,0,0,12,7
Alabama,Lamar ,387,322,35,47,0,1,5,10
Alabama,Lamar ,297,294,49,40,0,0,4,9
Alabama,Lamar ,317,347,52,41,2,0,11,11
Alabama,Lamar ,301,322,45,41,0,0,13,12
Alabama,Lamar ,311,317,36,47,0,1,8,5
Alabama,Lamar ,359,377,37,43,1,1,14,6
Alabama,Lamar ,407,391,46,53,0,1,8,11
Alabama,Lamar ,382,392,48,44,1,1,7,5
Alabama,Lamar ,451,410,39,63,0,0,7,2
Alabama,Lamar ,429,441,50,75,1,0,4,6
Alabama,Lamar ,378,374,42,41,0,3,1,2
Alabama,Lamar ,339,399,30,29,1,0,2,2
Alabama,Lamar ,251,303,24,18,0,0,2,3
Alabama,Lamar ,170,233,8,30,0,0,3,2
Alabama,Lamar ,106,219,4,22,0,0,2,3
Alabama,Lauderdale ,38812,41821,4273,5016,359,399,1313,1339
Alabama,Lauderdale ,2001,1893,309,285,23,22,133,139
Alabama,Lauderdale ,2062,1912,288,269,17,17,125,142
Alabama,Lauderdale ,2199,2222,301,333,18,18,131,184
Alabama,Lauderdale ,2494,2436,401,443,37,30,133,144
Alabama,Lauderdale ,3058,3348,426,481,62,63,133,115
Alabama,Lauderdale ,2598,2462,359,411,30,24,118,91
Alabama,Lauderdale ,2189,2146,300,318,22,32,66,70
Alabama,Lauderdale ,2210,2268,236,292,26,37,86,97
Alabama,Lauderdale ,2046,2142,210,241,24,23,95,93
Alabama,Lauderdale ,2413,2528,228,261,34,36,88,61
Alabama,Lauderdale ,2516,2643,222,310,17,13,73,53
Alabama,Lauderdale ,2705,2892,263,328,14,23,40,37
Alabama,Lauderdale ,2681,3103,237,278,16,19,31,29
Alabama,Lauderdale ,2487,2771,194,263,12,14,26,28
Alabama,Lauderdale ,2113,2535,147,207,0,13,13,20
Alabama,Lauderdale ,1461,1901,81,140,3,7,3,8
Alabama,Lauderdale ,883,1312,47,74,1,3,11,17
Alabama,Lauderdale ,696,1307,24,82,3,5,8,11
Alabama,Lawrence ,12596,13161,1686,1896,33,40,403,376
Alabama,Lawrence ,740,663,103,76,2,2,38,41
Alabama,Lawrence ,767,751,94,88,2,1,53,53
Alabama,Lawrence ,841,813,95,103,0,2,56,50
Alabama,Lawrence ,735,658,90,98,2,2,45,31
Alabama,Lawrence ,625,629,96,110,1,0,31,29
Alabama,Lawrence ,785,852,117,112,2,4,14,30
Alabama,Lawrence ,725,772,101,103,9,2,31,13
Alabama,Lawrence ,707,714,90,85,5,4,32,31
Alabama,Lawrence ,722,697,77,102,1,4,22,20
Alabama,Lawrence ,833,899,105,120,4,1,24,21
Alabama,Lawrence ,989,955,138,156,1,4,19,12
Alabama,Lawrence ,979,1052,139,172,1,3,13,16
Alabama,Lawrence ,833,948,138,139,3,3,12,7
Alabama,Lawrence ,742,778,109,139,0,3,5,6
Alabama,Lawrence ,659,744,85,119,0,4,3,4
Alabama,Lawrence ,481,575,58,89,0,0,2,3
Alabama,Lawrence ,280,340,32,43,0,1,2,2
Alabama,Lawrence ,153,321,19,42,0,0,1,7
Alabama,Lee ,58022,58389,17413,20325,3614,3246,3217,2874
Alabama,Lee ,3238,3133,1195,1164,234,232,314,306
Alabama,Lee ,3268,3069,1206,1140,245,161,289,290
Alabama,Lee ,3267,3110,1426,1353,217,235,251,278
Alabama,Lee ,4849,4877,1324,1366,248,239,301,269
Alabama,Lee ,8683,7783,1793,1910,455,269,325,283
Alabama,Lee ,4257,4186,1512,1680,374,264,262,201
Alabama,Lee ,3585,3600,1208,1436,264,228,264,261
Alabama,Lee ,3603,3607,1036,1414,287,343,293,207
Alabama,Lee ,3147,3211,1060,1357,307,293,249,194
Alabama,Lee ,3292,3382,1026,1394,290,309,166,152
Alabama,Lee ,3190,3241,1044,1239,239,202,150,113
Alabama,Lee ,3321,3383,1063,1347,212,158,122,97
Alabama,Lee ,2970,3239,955,1135,101,117,95,84
Alabama,Lee ,2428,2783,697,921,54,68,49,49
Alabama,Lee ,2155,2276,431,636,32,61,35,38
Alabama,Lee ,1347,1566,244,375,26,32,23,22
Alabama,Lee ,828,984,129,246,24,22,16,17
Alabama,Lee ,594,959,64,212,5,13,13,13
Alabama,Limestone ,39932,40189,7118,6644,716,947,3133,3016
Alabama,Limestone ,2204,2105,358,347,36,34,356,336
Alabama,Limestone ,2374,2401,330,383,61,66,359,318
Alabama,Limestone ,2659,2554,387,425,65,75,351,393
Alabama,Limestone ,2510,2401,437,412,69,66,313,398
Alabama,Limestone ,2168,2011,516,391,24,35,214,178
Alabama,Limestone ,2536,2541,626,418,31,39,252,209
Alabama,Limestone ,2613,2555,588,426,40,76,265,220
Alabama,Limestone ,2771,2617,630,519,50,103,241,214
Alabama,Limestone ,2627,2591,613,430,92,117,207,252
Alabama,Limestone ,2876,2750,574,518,73,105,182,163
Alabama,Limestone ,2923,2884,571,558,67,53,139,100
Alabama,Limestone ,3071,2926,510,523,33,43,100,101
Alabama,Limestone ,2609,2638,365,423,26,50,40,45
Alabama,Limestone ,2085,2145,254,315,23,40,55,27
Alabama,Limestone ,1666,1954,171,245,12,28,29,21
Alabama,Limestone ,1146,1375,100,137,9,3,17,16
Alabama,Limestone ,672,907,43,81,2,5,8,15
Alabama,Limestone ,422,834,45,93,3,9,5,10
Alabama,Lowndes ,1258,1269,3234,3809,24,23,85,96
Alabama,Lowndes ,77,57,231,218,0,0,7,7
Alabama,Lowndes ,59,79,238,236,1,3,6,12
Alabama,Lowndes ,68,62,214,244,0,2,11,5
Alabama,Lowndes ,50,46,226,206,2,1,4,8
Alabama,Lowndes ,44,42,208,226,1,0,3,7
Alabama,Lowndes ,72,72,238,248,2,2,5,12
Alabama,Lowndes ,59,53,217,247,1,1,13,8
Alabama,Lowndes ,55,57,196,214,4,2,9,6
Alabama,Lowndes ,62,63,148,192,3,0,5,2
Alabama,Lowndes ,70,75,179,224,1,1,1,7
Alabama,Lowndes ,85,99,206,249,5,3,8,5
Alabama,Lowndes ,122,92,235,308,1,1,3,4
Alabama,Lowndes ,105,111,225,272,0,3,5,6
Alabama,Lowndes ,91,90,183,205,3,1,3,3
Alabama,Lowndes ,95,104,108,195,0,0,1,2
Alabama,Lowndes ,69,72,93,130,0,0,1,1
Alabama,Lowndes ,42,60,55,78,0,0,0,1
Alabama,Lowndes ,33,35,34,117,0,3,0,0
Alabama,Macon ,1579,1551,6442,8080,71,37,188,155
Alabama,Macon ,79,73,368,326,1,0,11,6
Alabama,Macon ,72,77,313,336,6,2,26,16
Alabama,Macon ,90,59,333,343,2,3,20,17
Alabama,Macon ,77,56,636,745,5,2,20,15
Alabama,Macon ,90,90,797,1060,20,4,12,16
Alabama,Macon ,96,105,449,517,15,1,9,12
Alabama,Macon ,78,86,307,387,1,1,16,7
Alabama,Macon ,78,75,287,328,1,1,13,14
Alabama,Macon ,65,74,301,325,4,1,6,9
Alabama,Macon ,103,87,314,428,3,4,9,8
Alabama,Macon ,125,115,330,446,5,6,7,11
Alabama,Macon ,126,137,398,528,2,3,6,6
Alabama,Macon ,134,117,436,522,1,6,6,6
Alabama,Macon ,109,127,436,602,3,0,9,4
Alabama,Macon ,101,106,326,444,0,0,8,1
Alabama,Macon ,85,85,196,295,0,2,4,1
Alabama,Macon ,36,41,124,216,0,0,3,0
Alabama,Macon ,35,41,91,232,2,1,3,6
Alabama,Madison ,128106,128722,43203,49506,4532,5446,9959,9393
Alabama,Madison ,7054,6772,3076,2964,225,244,1068,1011
Alabama,Madison ,7283,6948,2982,2889,260,220,972,918
Alabama,Madison ,7816,7310,2976,2908,246,299,1069,1038
Alabama,Madison ,7597,7064,3788,3799,282,321,832,897
Alabama,Madison ,7754,7066,3934,4450,388,430,730,750
Alabama,Madison ,9210,8067,3999,4194,389,400,732,611
Alabama,Madison ,8842,8262,3176,3823,319,296,865,681
Alabama,Madison ,8417,8049,2847,3344,342,355,828,750
Alabama,Madison ,7294,7316,2458,3041,280,384,669,565
Alabama,Madison ,7952,8247,2367,3051,334,424,542,524
Alabama,Madison ,9039,9074,2505,3116,340,465,458,425
Alabama,Madison ,10797,10622,2721,3345,303,398,417,427
Alabama,Madison ,9006,9076,2285,2719,251,400,336,315
Alabama,Madison ,6516,6972,1656,2208,224,303,177,181
Alabama,Madison ,5306,6135,1152,1578,154,248,124,126
Alabama,Madison ,3623,4783,645,943,106,128,77,78
Alabama,Madison ,2580,3546,344,582,53,78,31,52
Alabama,Madison ,2020,3413,292,552,36,53,32,44
Alabama,Marengo ,4275,4518,4403,5335,25,32,275,253
Alabama,Marengo ,219,245,352,316,3,4,24,25
Alabama,Marengo ,232,257,285,297,2,0,28,33
Alabama,Marengo ,271,250,346,351,1,4,33,32
Alabama,Marengo ,266,218,318,334,0,1,15,18
Alabama,Marengo ,222,202,309,315,1,2,12,12
Alabama,Marengo ,243,247,346,371,2,2,20,16
Alabama,Marengo ,242,256,268,322,3,2,20,20
Alabama,Marengo ,229,224,219,302,0,1,31,21
Alabama,Marengo ,255,249,248,304,2,2,29,22
Alabama,Marengo ,261,245,237,392,5,1,24,17
Alabama,Marengo ,299,286,253,341,1,5,11,4
Alabama,Marengo ,301,341,238,365,2,3,11,10
Alabama,Marengo ,315,291,312,417,0,2,6,4
Alabama,Marengo ,292,293,258,282,1,1,4,3
Alabama,Marengo ,228,303,194,255,0,0,3,5
Alabama,Marengo ,184,238,130,142,1,1,2,2
Alabama,Marengo ,114,174,42,97,1,0,0,5
Alabama,Marengo ,102,199,48,132,0,1,2,4
Alabama,Marion ,13657,14282,664,483,41,57,434,366
Alabama,Marion ,758,673,40,36,4,6,42,42
Alabama,Marion ,767,782,24,36,9,1,54,53
Alabama,Marion ,887,791,29,20,2,2,63,43
Alabama,Marion ,873,780,33,34,1,1,34,32
Alabama,Marion ,776,691,55,32,1,5,24,23
Alabama,Marion ,804,838,58,32,1,4,27,21
Alabama,Marion ,752,785,56,26,5,1,25,22
Alabama,Marion ,720,807,60,22,3,9,39,28
Alabama,Marion ,757,784,49,29,1,4,25,16
Alabama,Marion ,964,921,58,36,4,3,23,30
Alabama,Marion ,969,985,55,34,4,3,20,14
Alabama,Marion ,1025,1019,39,28,4,6,17,12
Alabama,Marion ,916,966,36,34,2,6,9,10
Alabama,Marion ,839,911,21,34,0,2,12,10
Alabama,Marion ,726,897,20,14,0,1,7,3
Alabama,Marion ,517,658,14,14,0,1,8,4
Alabama,Marion ,372,539,8,14,0,2,3,1
Alabama,Marion ,235,455,9,8,0,0,2,2
Alabama,Marshall ,44023,45791,1766,1312,287,396,7706,6566
Alabama,Marshall ,3132,3038,158,166,23,25,1201,1161
Alabama,Marshall ,3088,2819,95,106,26,19,969,887
Alabama,Marshall ,3202,3022,117,117,26,34,938,877
Alabama,Marshall ,2866,2776,123,99,13,39,724,710
Alabama,Marshall ,2538,2368,274,85,17,29,609,398
Alabama,Marshall ,2942,2843,143,104,23,16,476,351
Alabama,Marshall ,2649,2647,137,83,15,21,536,429
Alabama,Marshall ,2657,2705,128,69,21,22,654,489
Alabama,Marshall ,2474,2551,88,76,20,21,454,365
Alabama,Marshall ,2835,2913,106,87,32,54,363,316
Alabama,Marshall ,2820,2786,175,80,31,15,324,182
Alabama,Marshall ,3016,3193,94,62,17,32,175,141
Alabama,Marshall ,2810,2948,50,84,8,19,121,110
Alabama,Marshall ,2273,2709,40,51,2,14,77,57
Alabama,Marshall ,1951,2331,19,18,3,22,34,42
Alabama,Marshall ,1438,1791,12,8,4,5,23,24
Alabama,Marshall ,768,1209,5,11,2,3,11,11
Alabama,Marshall ,564,1142,2,6,4,6,17,16
Alabama,Mobile ,118447,125398,68501,81208,3993,4566,6373,6070
Alabama,Mobile ,7122,6932,5660,5510,223,334,563,521
Alabama,Mobile ,6927,6853,5375,5433,205,262,597,656
Alabama,Mobile ,7084,6877,5703,5478,263,306,608,544
Alabama,Mobile ,7160,6891,5452,5252,255,314,537,489
Alabama,Mobile ,7026,7190,5108,5570,273,251,336,420
Alabama,Mobile ,8179,8251,5820,6574,329,356,442,528
Alabama,Mobile ,7848,8077,4493,5797,343,407,517,460
Alabama,Mobile ,7407,7552,4025,5347,369,397,505,498
Alabama,Mobile ,6988,7090,3760,5025,292,283,503,361
Alabama,Mobile ,7523,7669,3459,4599,361,340,398,269
Alabama,Mobile ,7474,7834,3679,4628,290,300,302,362
Alabama,Mobile ,8411,8962,4163,5324,219,214,251,223
Alabama,Mobile ,8199,8720,4098,5180,181,214,263,201
Alabama,Mobile ,7117,7720,3061,4036,156,221,174,114
Alabama,Mobile ,5908,6864,2036,2923,95,184,136,185
Alabama,Mobile ,3900,5030,1226,1895,64,96,117,101
Alabama,Mobile ,2308,3352,831,1307,52,47,72,62
Alabama,Mobile ,1866,3534,552,1330,23,40,52,76
Alabama,Monroe ,5637,5840,3857,4639,51,45,165,182
Alabama,Monroe ,262,222,260,235,2,0,13,17
Alabama,Monroe ,299,289,264,239,6,4,19,21
Alabama,Monroe ,377,333,287,281,5,3,17,15
Alabama,Monroe ,341,336,305,276,4,4,18,18
Alabama,Monroe ,308,296,275,269,4,2,9,18
Alabama,Monroe ,321,280,275,319,1,4,8,9
Alabama,Monroe ,269,268,165,270,5,2,18,9
Alabama,Monroe ,291,315,191,258,3,6,9,9
Alabama,Monroe ,278,330,235,295,3,4,9,13
Alabama,Monroe ,381,363,231,323,2,2,13,6
Alabama,Monroe ,364,387,228,328,3,4,9,7
Alabama,Monroe ,438,445,263,320,4,2,4,7
Alabama,Monroe ,442,467,278,332,3,1,9,7
Alabama,Monroe ,386,401,239,335,3,1,3,8
Alabama,Monroe ,342,370,156,168,1,1,3,4
Alabama,Monroe ,266,308,95,165,2,0,0,7
Alabama,Monroe ,143,193,61,93,0,0,1,4
Alabama,Monroe ,129,237,49,133,0,5,3,3
Alabama,Montgomery ,39387,41035,61404,72952,3607,3817,4344,4000
Alabama,Montgomery ,2295,2234,4896,4805,191,243,768,683
Alabama,Montgomery ,2277,2128,4624,4605,274,284,640,611
Alabama,Montgomery ,2013,1946,4802,4696,218,336,507,488
Alabama,Montgomery ,2109,2000,5141,4827,223,227,337,332
Alabama,Montgomery ,2464,2198,4877,5749,194,155,300,218
Alabama,Montgomery ,2358,2170,5492,6138,238,222,275,258
Alabama,Montgomery ,2509,2217,4516,5589,244,280,285,252
Alabama,Montgomery ,2505,2307,3987,5150,342,344,254,264
Alabama,Montgomery ,2188,2063,3540,4540,359,375,224,187
Alabama,Montgomery ,2372,2340,3471,4608,381,312,198,151
Alabama,Montgomery ,2488,2422,3299,4146,291,299,182,133
Alabama,Montgomery ,2839,3019,3399,4561,256,229,127,134
Alabama,Montgomery ,2806,3157,3196,4301,152,160,83,107
Alabama,Montgomery ,2504,3128,2450,3563,92,139,74,75
Alabama,Montgomery ,2254,2605,1697,2155,59,97,32,40
Alabama,Montgomery ,1556,2030,943,1435,34,62,20,35
Alabama,Montgomery ,939,1471,593,1039,28,33,24,16
Alabama,Montgomery ,911,1600,481,1045,31,20,14,16
Alabama,Morgan ,48936,50178,7537,8128,356,463,5660,4806
Alabama,Morgan ,2856,2740,576,583,21,40,649,636
Alabama,Morgan ,2993,2875,544,490,28,36,637,655
Alabama,Morgan ,3191,3008,635,594,26,19,650,597
Alabama,Morgan ,3074,2841,496,514,23,21,534,480
Alabama,Morgan ,2718,2544,559,559,10,17,356,313
Alabama,Morgan ,3040,2940,598,656,38,46,398,321
Alabama,Morgan ,2911,2804,551,579,23,33,504,339
Alabama,Morgan ,3096,2980,492,517,20,32,501,386
Alabama,Morgan ,2932,2907,483,539,18,34,424,326
Alabama,Morgan ,3227,3102,533,555,37,34,324,217
Alabama,Morgan ,3358,3564,585,544,35,25,256,192
Alabama,Morgan ,3707,3633,472,523,21,30,164,120
Alabama,Morgan ,3324,3513,376,496,18,29,97,88
Alabama,Morgan ,2741,3200,299,399,12,27,75,53
Alabama,Morgan ,2292,2765,175,238,16,23,29,29
